id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
3581,HD 88072 b,117,8.07325 Jupiters,7.55,2022
3582,HD 88133 b,240,1.02 Jupiters,8.01852,2004
3583,HD 89307 b,104,2.11 Jupiters,7.02569,2009
3584,HD 89345 b,432,34.9613 Earths,9.38,2018
3585,HD 89744 b,126,8.35 Jupiters,5.73469,1999
3586,HD 90156 b,72,17.98 Earths,6.92,2009
3587,HD 9174 b,266,1.11 Jupiters,8.4,2016
3588,HD 92788 b,113,3.76 Jupiters,7.31637,2000
3589,HD 92788 c,113,3.67 Jupiters,7.31637,2019
3590,HD 93083 b,93,0.37 Jupiters,8.3,2005
3591,HD 93351 b,183,3.53853 Earths,9.12,2022
3592,HD 93351 c,183,13.31055 Jupiters,9.12,2022
3593,HD 93385 b,141,4.2 Earths,7.49,2021
3594,HD 93385 c,141,7.1 Earths,7.49,2021
3595,HD 93385 d,141,8.7 Earths,7.49,2021
3596,HD 93963 A b,269,7.8 Earths,9.182,2022
3597,HD 93963 A c,269,19.2 Earths,9.182,2022
3598,HD 9446 b,164,0.7 Jupiters,8.35,2009
3599,HD 9446 c,164,1.82 Jupiters,8.35,2009
3600,HD 86226 c,149,7.25 Earths,7.93,2020
3601,HD 86264 b,221,12.81667 Jupiters,7.41,2009
3602,HD 8673 b,124,13.40117 Jupiters,6.331,2009
3603,HD 86950 b,684,3.6 Jupiters,7.47,2016
3604,HD 87646 b,240,12.4 Jupiters,8.07,2016
3605,HD 87883 b,60,5.36602 Jupiters,7.56,2009
3606,HD 88072 b,117,8.07325 Jupiters,7.55,2022
3607,HD 88133 b,240,1.02 Jupiters,8.01852,2004
3608,HD 89307 b,104,2.11 Jupiters,7.02569,2009
3609,HD 89345 b,432,34.9613 Earths,9.38,2018
3610,HD 89744 b,126,8.35 Jupiters,5.73469,1999
3611,HD 90156 b,72,17.98 Earths,6.92,2009
3612,HD 9174 b,266,1.11 Jupiters,8.4,2016
3613,HD 92788 b,113,3.76 Jupiters,7.31637,2000
3614,HD 92788 c,113,3.67 Jupiters,7.31637,2019
3615,HD 93083 b,93,0.37 Jupiters,8.3,2005
3616,HD 93351 b,183,3.53853 Earths,9.12,2022
3617,HD 93351 c,183,13.31055 Jupiters,9.12,2022
3618,HD 93385 b,141,4.2 Earths,7.49,2021
3619,HD 93385 c,141,7.1 Earths,7.49,2021
3620,HD 93385 d,141,8.7 Earths,7.49,2021
3621,HD 93963 A b,269,7.8 Earths,9.182,2022
3622,HD 93963 A c,269,19.2 Earths,9.182,2022
3623,HD 9446 b,164,0.7 Jupiters,8.35,2009
3624,HD 9446 c,164,1.82 Jupiters,8.35,2009
3625,HD 86226 c,149,7.25 Earths,7.93,2020
3626,HD 86264 b,221,12.81667 Jupiters,7.41,2009
3627,HD 8673 b,124,13.40117 Jupiters,6.331,2009
3628,HD 86950 b,684,3.6 Jupiters,7.47,2016
3629,HD 87646 b,240,12.4 Jupiters,8.07,2016
3630,HD 87883 b,60,5.36602 Jupiters,7.56,2009
3631,HD 88072 b,117,8.07325 Jupiters,7.55,2022
3632,HD 88133 b,240,1.02 Jupiters,8.01852,2004
3633,HD 89307 b,104,2.11 Jupiters,7.02569,2009
3634,HD 89345 b,432,34.9613 Earths,9.38,2018
3635,HD 89744 b,126,8.35 Jupiters,5.73469,1999
3636,HD 90156 b,72,17.98 Earths,6.92,2009
3637,HD 9174 b,266,1.11 Jupiters,8.4,2016
3638,HD 92788 b,113,3.76 Jupiters,7.31637,2000
3639,HD 92788 c,113,3.67 Jupiters,7.31637,2019
3640,HD 93083 b,93,0.37 Jupiters,8.3,2005
3641,HD 93351 b,183,3.53853 Earths,9.12,2022
3642,HD 93351 c,183,13.31055 Jupiters,9.12,2022
3643,HD 93385 b,141,4.2 Earths,7.49,2021
3644,HD 93385 c,141,7.1 Earths,7.49,2021
3645,HD 93385 d,141,8.7 Earths,7.49,2021
3646,HD 93963 A b,269,7.8 Earths,9.182,2022
3647,HD 93963 A c,269,19.2 Earths,9.182,2022
3648,HD 9446 b,164,0.7 Jupiters,8.35,2009
3649,HD 9446 c,164,1.82 Jupiters,8.35,2009
3650,HD 86226 c,149,7.25 Earths,7.93,2020
3651,HD 86264 b,221,12.81667 Jupiters,7.41,2009
3652,HD 8673 b,124,13.40117 Jupiters,6.331,2009
3653,HD 86950 b,684,3.6 Jupiters,7.47,2016
3654,HD 87646 b,240,12.4 Jupiters,8.07,2016
3655,HD 87883 b,60,5.36602 Jupiters,7.56,2009
3656,HD 88072 b,117,8.07325 Jupiters,7.55,2022
3657,HD 88133 b,240,1.02 Jupiters,8.01852,2004
3658,HD 89307 b,104,2.11 Jupiters,7.02569,2009
3659,HD 89345 b,432,34.9613 Earths,9.38,2018
3660,HD 89744 b,126,8.35 Jupiters,5.73469,1999
3661,HD 90156 b,72,17.98 Earths,6.92,2009
3662,HD 9174 b,266,1.11 Jupiters,8.4,2016
3663,HD 92788 b,113,3.76 Jupiters,7.31637,2000
3664,HD 92788 c,113,3.67 Jupiters,7.31637,2019
3665,HD 93083 b,93,0.37 Jupiters,8.3,2005
3666,HD 93351 b,183,3.53853 Earths,9.12,2022
3667,HD 93351 c,183,13.31055 Jupiters,9.12,2022
3668,HD 93385 b,141,4.2 Earths,7.49,2021
3669,HD 93385 c,141,7.1 Earths,7.49,2021
3670,HD 93385 d,141,8.7 Earths,7.49,2021
3671,HD 93963 A b,269,7.8 Earths,9.182,2022
3672,HD 93963 A c,269,19.2 Earths,9.182,2022
3673,HD 9446 b,164,0.7 Jupiters,8.35,2009
3674,HD 9446 c,164,1.82 Jupiters,8.35,2009
3675,HD 86226 c,149,7.25 Earths,7.93,2020
3676,HD 86264 b,221,12.81667 Jupiters,7.41,2009
3677,HD 8673 b,124,13.40117 Jupiters,6.331,2009
3678,HD 86950 b,684,3.6 Jupiters,7.47,2016
3679,HD 87646 b,240,12.4 Jupiters,8.07,2016
3680,HD 87883 b,60,5.36602 Jupiters,7.56,2009
3681,HD 88072 b,117,8.07325 Jupiters,7.55,2022
3682,HD 88133 b,240,1.02 Jupiters,8.01852,2004
3683,HD 89307 b,104,2.11 Jupiters,7.02569,2009
3684,HD 89345 b,432,34.9613 Earths,9.38,2018
3685,HD 89744 b,126,8.35 Jupiters,5.73469,1999
3686,HD 90156 b,72,17.98 Earths,6.92,2009
3687,HD 9174 b,266,1.11 Jupiters,8.4,2016
3688,HD 92788 b,113,3.76 Jupiters,7.31637,2000
3689,HD 92788 c,113,3.67 Jupiters,7.31637,2019
3690,HD 93083 b,93,0.37 Jupiters,8.3,2005
3691,HD 93351 b,183,3.53853 Earths,9.12,2022
3692,HD 93351 c,183,13.31055 Jupiters,9.12,2022
3693,HD 93385 b,141,4.2 Earths,7.49,2021
3694,HD 93385 c,141,7.1 Earths,7.49,2021
3695,HD 93385 d,141,8.7 Earths,7.49,2021
3696,HD 93963 A b,269,7.8 Earths,9.182,2022
3697,HD 93963 A c,269,19.2 Earths,9.182,2022
3698,HD 9446 b,164,0.7 Jupiters,8.35,2009
3699,HD 9446 c,164,1.82 Jupiters,8.35,2009
3700,HD 86226 c,149,7.25 Earths,7.93,2020
3701,HD 86264 b,221,12.81667 Jupiters,7.41,2009
3702,HD 8673 b,124,13.40117 Jupiters,6.331,2009
3703,HD 86950 b,684,3.6 Jupiters,7.47,2016
3704,HD 87646 b,240,12.4 Jupiters,8.07,2016
3705,HD 87883 b,60,5.36602 Jupiters,7.56,2009
3706,HD 88072 b,117,8.07325 Jupiters,7.55,2022
3707,HD 88133 b,240,1.02 Jupiters,8.01852,2004
3708,HD 89307 b,104,2.11 Jupiters,7.02569,2009
3709,HD 89345 b,432,34.9613 Earths,9.38,2018
3710,HD 89744 b,126,8.35 Jupiters,5.73469,1999
3711,HD 90156 b,72,17.98 Earths,6.92,2009
3712,HD 9174 b,266,1.11 Jupiters,8.4,2016
3713,HD 92788 b,113,3.76 Jupiters,7.31637,2000
3714,HD 92788 c,113,3.67 Jupiters,7.31637,2019
3715,HD 93083 b,93,0.37 Jupiters,8.3,2005
3716,HD 93351 b,183,3.53853 Earths,9.12,2022
3717,HD 93351 c,183,13.31055 Jupiters,9.12,2022
3718,HD 93385 b,141,4.2 Earths,7.49,2021
3719,HD 93385 c,141,7.1 Earths,7.49,2021
3720,HD 93385 d,141,8.7 Earths,7.49,2021
3721,HD 93963 A b,269,7.8 Earths,9.182,2022
3722,HD 93963 A c,269,19.2 Earths,9.182,2022
3723,HD 9446 b,164,0.7 Jupiters,8.35,2009
3724,HD 9446 c,164,1.82 Jupiters,8.35,2009
3725,HD 86226 c,149,7.25 Earths,7.93,2020
3726,HD 86264 b,221,12.81667 Jupiters,7.41,2009
3727,HD 8673 b,124,13.40117 Jupiters,6.331,2009
3728,HD 86950 b,684,3.6 Jupiters,7.47,2016
3729,HD 87646 b,240,12.4 Jupiters,8.07,2016
3730,HD 87883 b,60,5.36602 Jupiters,7.56,2009
3731,HD 88072 b,117,8.07325 Jupiters,7.55,2022
3732,HD 88133 b,240,1.02 Jupiters,8.01852,2004
3733,HD 89307 b,104,2.11 Jupiters,7.02569,2009
3734,HD 89345 b,432,34.9613 Earths,9.38,2018
3735,HD 89744 b,126,8.35 Jupiters,5.73469,1999
3736,HD 90156 b,72,17.98 Earths,6.92,2009
3737,HD 9174 b,266,1.11 Jupiters,8.4,2016
3738,HD 92788 b,113,3.76 Jupiters,7.31637,2000
3739,HD 92788 c,113,3.67 Jupiters,7.31637,2019
3740,HD 93083 b,93,0.37 Jupiters,8.3,2005
3741,HD 93351 b,183,3.53853 Earths,9.12,2022
3742,HD 93351 c,183,13.31055 Jupiters,9.12,2022
3743,HD 93385 b,141,4.2 Earths,7.49,2021
3744,HD 93385 c,141,7.1 Earths,7.49,2021
3745,HD 93385 d,141,8.7 Earths,7.49,2021
3746,HD 93963 A b,269,7.8 Earths,9.182,2022
3747,HD 93963 A c,269,19.2 Earths,9.182,2022
3748,HD 9446 b,164,0.7 Jupiters,8.35,2009
3749,HD 9446 c,164,1.82 Jupiters,8.35,2009
3750,HD 94834 b,320,1.26 Jupiters,7.6,2018
3751,HD 95086 b,281,5 Jupiters,7.36,2013
3752,HD 95089 b,447,1.26 Jupiters,7.92,2009
3753,HD 95089 c,447,3.45 Jupiters,7.92,2018
3754,HD 95127 b,2207,10.63 Jupiters,8.15,2015
3755,HD 95338 b,121,0.13353 Jupiters,8.62,2020
3756,HD 95544 b,286,6.63332 Jupiters,8.39,2021
3757,HD 95735 c,19,13.6 Earths,7.49,2021
3758,HD 95872 b,236,3.74 Jupiters,9.955,2015
3759,HD 96063 b,457,1.27 Jupiters,8.21,2011
3760,HD 96127 b,1917,20.96 Jupiters,7.40521,2011
3761,HD 96167 b,278,0.717 Jupiters,8.09,2009
3762,HD 96700 b,83,8.9 Earths,6.51,2021
3763,HD 96700 c,83,3.5 Earths,6.51,2021
3764,HD 96700 d,83,12.7 Earths,6.51,2021
3765,HD 96992 b,1292,1.14 Jupiters,8.57,2021
3766,HD 97037 b,106,20.99889 Jupiters,6.81828,2022
3767,HD 97048 b,600,2.5 Jupiters,8.44,2019
3768,HD 97658 b,70,8.3 Earths,7.76,2010
3769,HD 98219 b,371,1.964 Jupiters,8.05,2011
3770,HD 98649 b,138,8.38591 Jupiters,8,2012
3771,HD 98736 b,106,2.33 Jupiters,7.93,2018
3772,HD 99109 b,179,0.44 Jupiters,9.1,2005
3773,HD 99283 b,362,0.97 Jupiters,5.72916,2021
3774,HD 99492 b,59,22.2481 Earths,7.56727,2004
3775,HD 99706 b,478,1.23 Jupiters,7.65,2011
3776,HD 99706 c,478,5.69 Jupiters,7.65,2018
3777,HIP 105854 b,257,8.2 Jupiters,5.64,2014
3778,HIP 107772 b,77,12.9 Earths,10.56,2020
3779,HIP 107773 b,343,1.98 Jupiters,5.62,2015
